1328.39 0.48
6122.20 1.42
3916.37 1.57
2401.10 0.81
1104.99 0.72
2002.70 0.75
983.26 0.50
2825.91 0.76
1185.48 0.67
1159.76 0.57
1258.82 0.56
1702.09 1.50
1391.17 0.59
803.16 0.34
1564.07 1.03
1788.46 1.18
1374.62 0.59
1743.01 1.10
2666.36 0.79
3287.99 0.96
2005.51 0.97
1376.71 0.72
2574.50 0.94
4206.35 1.62
2130.25 1.27
1442.85 0.80
2022.60 0.80
833.87 0.61
2511.00 0.70
1453.61 0.91
1954.53 0.64
3455.01 1.06
1224.49 0.61
6020.89 1.30
2358.26 1.14
1757.86 1.05
1625.38 1.01
1224.04 0.87
957.61 0.61
3768.96 1.01
4251.42 0.90
1541.42 0.67
1521.99 0.80
906.34 0.65
2200.79 0.96
1536.24 0.62
1833.01 0.71
937.05 0.57
1794.65 0.79
1396.96 0.71
1510.75 1.23
2448.04 1.23
1095.21 0.42
1125.49 0.43
3674.84 0.94
812.09 0.60
1613.94 0.59
5255.76 1.26
3533.82 0.82
1716.91 0.77
2761.88 1.03
1534.21 0.66
1254.53 0.44
1115.83 1.07
1606.38 0.60
3008.99 1.11
981.58 0.70
1405.40 0.54
1421.51 1.04
1052.66 0.62
1135.53 0.70
3922.93 1.32
1169.63 0.57
3620.28 1.42
2511.48 0.95
3596.94 1.02
1738.08 0.92
3671.87 1.21
2004.78 1.48
2497.83 1.67
2155.15 1.19
3595.59 0.98
2531.41 0.58
2682.74 0.95
2073.44 0.56
2757.12 0.89
5543.51 0.94
1016.24 0.77
1519.92 0.61
1370.15 0.61
995.02 0.91
1581.56 0.37
1064.61 0.66
4487.00 1.24
852.18 0.57
2718.44 0.70
1180.67 0.76
1081.16 0.44
2711.96 0.73
1595.48 0.47
1533.74 0.66
3330.46 1.16
1221.32 0.57
3201.50 1.11
2183.65 1.16
1378.81 0.82
1312.33 0.41
1258.10 0.83
1332.38 0.47
1089.94 0.93
1097.90 0.57
1773.06 1.12
1808.97 0.79
1354.51 0.78
1195.87 0.61
1289.79 0.58
1505.39 0.53
960.93 0.48
1267.95 0.60
1747.65 0.50
927.40 0.58
3805.21 1.25
1293.20 0.74
3476.37 1.33
925.40 0.63
1140.55 0.61
1152.40 0.52
1432.19 0.45
715.19 0.42
1527.44 0.37
1475.93 0.43
1141.73 0.54
1803.21 0.45
1383.28 0.68
1091.13 0.51
654.38 0.56
1266.87 0.42
1207.49 0.41
2909.05 0.93
763.42 1.22
1252.73 0.44
937.95 0.87
3379.12 0.80
1361.46 0.76
3684.47 1.41
1295.43 0.56
1320.03 0.61
1642.68 0.55
1213.53 0.42
2308.55 1.04
2168.00 1.06
2203.99 1.02
1425.88 0.82
1065.57 0.55
1115.38 0.44
1260.93 0.49
2725.02 1.04
1336.52 0.69
3444.41 1.04
918.40 0.63
5293.36 1.19
1815.14 0.86
843.16 0.78
1037.09 0.78
3197.44 1.15
1182.94 0.70
896.33 0.72
1264.36 0.53
1856.49 0.71
1106.92 0.62
1171.95 0.66
1212.38 0.45
2035.30 1.59
5911.37 1.59
2149.12 0.99
1076.18 0.59
1304.91 0.84
1380.21 0.95
1568.76 0.52
753.91 0.64
954.72 0.60
1341.51 0.36
1449.29 0.57
1338.39 0.64
2187.69 0.71
1477.69 0.55
3539.98 0.89
3418.55 1.22
1346.14 0.66
5360.51 0.88
4289.36 1.32
2385.55 1.20
1813.76 0.59
3339.67 1.13
3752.69 1.02
1518.42 0.57
1955.65 0.84
913.70 1.31
1535.96 0.49
1501.04 0.70
1130.09 1.39
1098.18 0.91
1044.12 0.59
1192.19 0.79
1330.04 0.87
1425.05 0.67
1743.26 0.78
1241.19 0.71
1621.80 0.46
1080.77 0.91
2931.93 1.16
919.28 0.61
764.31 0.54
2509.29 1.23
3991.83 1.45
1268.14 0.69
1567.64 0.56
1516.53 0.87
1373.72 0.71
1100.84 0.54
1251.71 0.59
2707.35 1.53
1275.37 0.57
1422.62 0.62
1341.65 0.65
1256.47 0.51
1094.66 0.70
2061.68 0.70
1457.06 0.68
2737.15 1.03
1347.72 0.64
1174.53 0.61
1079.36 0.65
775.21 0.58
1887.57 0.79
2008.10 0.59
1215.28 0.68
864.03 0.63
3088.34 1.18
1306.80 0.62
1085.89 0.54
1186.68 0.67
1798.57 1.07
1120.68 0.82
1571.82 0.86
918.86 0.64
902.86 0.45
1007.94 0.81
1104.69 0.63
1019.02 0.47
1350.14 0.47
1857.44 1.46
1240.76 0.86
3153.85 1.27
3188.76 1.09
1744.23 0.61
1778.13 0.98
1416.14 0.59
1656.94 0.60
1642.92 0.54
1567.68 0.54
1101.05 0.94
2621.69 0.96
1573.99 0.49
924.24 0.48
2649.81 0.88
1221.02 0.79
2836.92 1.06
1800.73 0.65
1798.79 0.70
3901.26 1.07
1198.95 0.81
3038.41 0.99
1237.29 0.64
1681.88 0.79
1381.02 0.59
1580.64 0.61
1225.64 0.73
1454.33 0.55
1431.61 0.50
871.02 0.50
3068.20 0.94
7880.48 1.56
1686.21 0.51
1147.09 0.63
1494.23 0.63
1582.52 0.96
1519.05 0.85
887.78 0.53
2885.96 1.32
1204.08 1.05
899.44 0.62
1321.59 0.55
1894.05 0.68
1323.11 0.38
1013.73 0.75
1365.36 0.71
1765.97 0.77
1592.87 0.49
1107.12 0.72
2102.67 1.28
1261.34 0.59
1734.93 0.55
1465.05 0.83
1535.10 0.65
1891.72 0.94
1339.86 1.14
1794.11 0.60
3356.43 1.22
1227.53 0.75
2285.36 0.58
1362.92 0.54
2569.27 0.57
2879.12 0.96
1257.20 0.45
1473.88 0.51
1770.09 0.72
1386.82 0.93
1343.86 0.65
3120.89 1.06
3559.86 1.22
1862.85 0.81
1714.84 1.14
1282.33 0.79
5118.23 1.09
753.89 1.20
807.92 1.25
1218.20 0.80
1001.17 0.87
2052.81 0.74
1994.37 1.33
1130.02 0.78
1723.81 0.56
1722.58 1.13
1827.42 0.73
2003.31 0.74
1108.91 0.71
2968.12 1.00
3306.03 1.01
1462.09 0.88
1393.04 0.75
788.20 0.86
5107.52 1.35
1053.18 0.45
1565.40 0.81
886.16 0.66
674.32 0.72
1552.38 0.81
1268.26 0.62
1542.16 0.91
1236.36 0.71
1247.28 0.76
1221.75 0.71
1624.35 0.59
3431.46 0.99
1000.87 0.78
3601.64 1.21
1666.20 0.95
1164.23 0.96
629.21 0.49
586.53 0.92
1097.39 0.81
1790.41 0.90
1818.09 0.64
1460.05 0.59
1563.95 0.69
1604.74 0.61
922.01 0.50
885.13 0.74
868.15 0.55
1139.23 0.54
1009.05 0.39
1060.59 0.68
1386.55 0.53
770.57 0.60
1393.47 0.64
917.00 0.76
876.21 0.55
846.38 0.42
1697.06 0.87
1142.59 0.85
1623.67 0.77
1091.63 0.35
1999.21 1.42
3718.94 1.54
4079.71 1.23
3496.94 0.95
2369.42 0.85
3622.56 1.71
652.83 0.36
